subject_id,X1__0,X2__0,X3__0,X4__0,X5__0,X1__1,X2__1,X3__1,X4__1,X5__1,X1__2,X2__2,X3__2,X4__2,X5__2,X1__3,X2__3,X3__3,X4__3,X5__3,X1__4,X2__4,X3__4,X4__4,X5__4,X1__5,X2__5,X3__5,X4__5,X5__5,X1__6,X2__6,X3__6,X4__6,X5__6,X1__7,X2__7,X3__7,X4__7,X5__7,X1__8,X2__8,X3__8,X4__8,X5__8,X1__9,X2__9,X3__9,X4__9,X5__9,X1__10,X2__10,X3__10,X4__10,X5__10
591,27,15,56,52,67,27,15,10,52,78,27,42,56,36,67,27,42,10,52,78,27,15,56,36,67,27,15,56,52,67,27,42,56,52,67,27,42,10,52,78,27,42,10,36,78,27,42,10,36,78,27,42,10,52,78
1982,44,42,10,36,78,27,42,10,52,67,44,15,10,36,67,44,42,10,52,67,44,42,10,52,67,27,42,56,52,67,27,42,10,52,67,27,42,10,36,67,27,42,10,52,78,27,42,10,36,67,44,42,10,36,78
1501,44,42,10,52,78,27,42,10,52,67,27,42,10,52,67,44,42,10,52,78,27,42,10,52,78,44,15,10,36,67,27,42,10,52,67,44,42,10,52,67,44,42,56,52,67,27,42,56,52,67,27,42,10,52,67
1717,27,42,56,52,78,27,42,10,52,67,27,42,10,52,67,44,42,10,52,78,27,42,56,36,67,44,42,56,52,78,27,42,10,52,67,44,15,56,52,67,27,42,10,52,67,44,15,10,52,67,44,15,10,52,78
490,27,15,10,52,78,27,15,56,36,78,27,42,10,52,67,27,42,10,36,78,27,42,10,36,78,27,15,56,52,67,27,15,56,52,67,27,42,56,52,67,27,15,56,52,67,27,15,10,52,78,27,15,10,36,78
1690,44,42,10,52,67,44,15,10,36,67,27,42,10,52,67,27,42,56,36,78,27,42,10,52,67,27,42,10,52,67,44,15,10,36,67,27,42,10,52,67,27,42,10,52,67,27,42,56,52,67,27,42,56,36,67
1699,44,42,10,52,78,27,42,10,52,78,27,42,10,52,67,44,42,10,52,67,27,42,56,36,78,44,15,56,36,67,27,15,10,52,67,44,15,10,52,67,44,42,10,52,67,44,15,10,36,67,27,15,10,52,67
18,27,15,56,52,78,27,15,56,52,67,27,15,56,52,67,27,15,10,52,78,27,42,56,52,67,27,42,10,52,78,44,15,56,36,67,27,15,10,52,78,27,15,56,52,67,44,15,10,52,78,44,15,10,36,67
588,27,15,56,52,78,27,15,56,52,67,27,15,10,52,78,44,15,10,52,78,44,42,56,36,67,27,42,10,52,78,27,42,10,52,78,27,42,10,36,67,27,42,10,52,78,27,15,10,36,67,27,15,10,36,78
924,27,15,56,52,78,27,42,56,52,67,27,15,56,52,67,27,42,10,36,78,27,15,56,36,67,27,15,10,52,78,27,15,56,52,67,27,15,10,52,78,44,15,56,36,78,27,15,10,52,67,27,15,10,36,78
1945,27,42,10,52,78,27,42,10,52,78,27,42,10,52,67,27,42,56,36,78,27,42,10,36,67,44,42,10,52,78,44,42,10,52,67,27,42,10,36,78,44,15,10,36,67,27,42,10,52,67,27,42,10,36,67
687,44,15,10,52,78,27,15,56,36,67,27,42,10,52,78,27,15,56,52,67,27,42,10,52,78,27,42,56,36,67,27,15,10,52,78,27,15,56,52,67,27,15,10,52,78,27,15,10,36,78,27,15,10,52,78
1804,44,15,10,52,78,27,15,10,52,67,44,42,10,52,78,44,15,10,36,67,27,15,10,52,67,44,42,10,52,67,27,42,10,52,78,27,42,10,52,78,27,42,10,52,67,44,15,56,36,67,44,42,10,52,67
481,27,15,10,52,78,27,42,56,36,67,27,15,10,52,78,27,15,56,36,67,27,15,10,52,78,27,15,56,36,67,27,42,10,52,67,27,15,10,52,78,27,42,56,36,67,27,15,10,52,78,27,15,56,36,67
1800,44,42,10,52,78,27,42,10,52,78,27,42,10,52,67,27,42,10,36,78,44,15,10,36,67,44,15,10,52,67,44,15,10,52,67,27,42,10,52,67,44,42,10,36,78,27,42,10,52,78,27,42,10,52,78
1415,44,42,10,52,78,27,42,10,52,78,27,42,10,52,67,27,42,56,36,78,44,42,10,36,67,44,15,10,36,67,44,42,10,52,67,44,15,56,36,78,27,15,10,52,67,27,42,10,52,78,44,42,10,36,78
1308,44,15,10,52,78,44,15,10,52,67,44,42,10,52,78,27,42,10,52,67,27,42,56,52,78,27,42,10,36,67,44,15,56,36,67,44,42,10,52,67,27,42,10,52,78,27,42,10,36,78,27,42,10,36,78
855,27,15,56,52,67,27,15,10,36,78,27,42,56,52,67,27,15,56,52,67,27,42,10,52,67,27,15,56,52,78,27,15,10,52,78,27,42,56,52,67,27,42,10,36,78,27,15,56,36,67,27,15,10,52,78
1490,27,42,10,52,67,27,42,56,52,67,27,42,56,36,78,27,42,10,52,67,27,42,56,52,78,44,42,10,52,67,27,42,10,52,67,27,42,10,36,67,27,42,10,52,78,44,15,56,36,78,44,42,10,52,67
763,44,15,10,52,78,27,15,10,36,78,27,15,56,36,67,27,42,10,52,78,27,42,10,52,78,27,42,10,52,78,27,42,10,52,78,44,15,10,36,67,27,42,10,36,67,27,15,10,52,67,27,15,10,36,78
1981,27,42,10,52,78,27,42,10,36,67,44,15,10,36,67,27,42,10,52,67,27,42,10,52,78,27,42,10,36,78,44,15,10,36,67,27,42,56,52,78,27,42,10,52,67,27,42,10,36,78,27,42,10,52,67
820,44,15,56,52,78,27,15,56,52,67,27,42,10,52,67,27,42,10,36,78,27,15,10,36,67,27,42,56,36,67,27,42,10,52,78,27,42,10,36,67,27,42,10,52,78,27,42,56,36,67,27,42,10,52,78
295,27,15,10,36,78,44,42,56,36,67,27,42,56,36,67,27,42,10,52,78,27,42,10,36,78,27,42,10,52,67,27,42,10,36,78,27,15,10,36,67,44,15,10,36,78,27,15,56,36,67,27,42,10,52,78
335,27,15,56,52,67,27,15,10,52,78,27,15,56,36,67,27,15,10,52,78,27,42,56,52,67,27,15,56,52,78,44,15,56,36,67,27,15,10,52,78,27,15,10,36,78,27,42,10,52,67,27,15,10,36,78
1053,44,42,10,36,78,27,42,10,36,78,27,42,10,52,67,44,15,10,36,67,44,42,56,52,78,44,15,10,36,67,27,15,10,52,67,27,42,10,52,67,27,42,10,52,78,27,42,10,52,78,44,42,10,52,78
50,27,15,10,52,78,27,42,56,36,67,44,15,10,36,67,27,15,10,36,67,27,15,56,52,67,27,15,10,52,78,44,15,10,36,78,27,15,10,36,67,27,15,10,52,78,27,15,10,36,78,27,42,10,36,67
1547,44,42,10,52,67,27,42,10,52,78,27,42,10,52,67,27,42,10,52,67,27,42,10,52,67,44,15,56,36,67,44,15,10,52,67,27,15,10,52,78,44,15,10,52,78,27,42,10,52,67,27,42,10,52,78
343,27,15,10,36,78,27,42,10,52,67,27,42,10,52,78,27,42,56,52,78,27,42,10,52,78,27,42,10,36,67,27,15,10,36,67,27,15,56,36,67,27,15,10,52,78,27,15,56,52,67,27,15,56,52,78
1616,27,42,10,52,78,27,42,10,52,67,44,42,10,36,78,44,15,10,36,78,27,42,10,52,78,44,15,56,36,78,44,15,10,52,67,27,15,10,52,67,27,42,10,52,78,27,42,10,36,67,44,42,10,52,78
999,27,15,56,52,78,27,42,56,52,67,27,42,10,52,78,27,42,56,36,67,27,42,10,52,67,27,42,10,52,78,44,15,56,52,67,27,15,10,52,78,27,42,56,52,67,27,42,10,52,78,27,15,10,36,67
604,27,15,56,52,67,27,15,10,36,78,27,15,10,52,78,27,15,10,52,78,27,15,56,36,67,44,15,10,52,78,27,15,10,36,78,27,15,56,36,67,27,42,56,52,67,27,42,10,52,78,27,15,56,36,67
1596,27,42,10,52,78,44,15,10,36,67,44,42,10,52,67,27,42,10,52,78,44,42,10,52,67,27,42,10,52,78,44,15,10,36,67,27,42,10,52,67,27,42,10,52,78,27,42,10,52,78,44,42,10,52,78
1040,27,42,10,52,78,27,42,10,52,78,27,42,10,52,78,27,42,10,52,67,27,42,10,52,67,27,42,10,52,78,27,42,10,52,78,44,15,56,52,67,27,42,10,52,67,27,42,10,52,78,44,15,10,36,67
781,27,15,10,36,78,27,42,56,52,67,27,42,10,36,78,27,15,10,36,67,44,15,10,36,78,27,15,10,36,78,27,15,10,36,78,27,42,56,36,67,27,42,10,52,78,27,15,56,52,67,27,15,10,52,78
507,27,15,56,52,78,27,42,56,52,67,27,42,10,52,78,44,42,10,36,78,27,15,56,36,67,27,15,10,52,78,27,42,10,52,67,27,42,10,36,78,27,42,10,52,78,27,42,10,52,78,27,15,56,36,67
1612,44,42,56,52,78,27,42,10,52,67,27,42,10,52,78,44,15,10,52,78,27,15,10,36,78,44,42,10,52,67,44,15,10,36,67,44,42,56,52,78,27,42,10,52,67,27,42,56,52,67,44,15,56,36,78
709,27,15,10,36,78,27,42,56,36,67,44,42,10,52,78,27,15,56,52,67,27,42,10,52,78,27,42,10,52,67,27,42,56,36,67,27,15,10,52,67,27,15,10,52,78,27,15,56,36,67,27,15,10,52,78
1343,27,42,56,52,78,27,42,56,36,67,27,42,10,52,67,44,15,10,36,67,27,15,10,52,78,27,15,10,52,67,27,15,10,52,67,44,15,10,52,67,27,42,10,52,67,44,42,10,36,78,27,42,10,52,78
873,27,15,10,52,78,27,42,56,36,67,27,42,10,52,78,27,42,10,52,78,27,15,56,36,67,27,15,10,52,78,27,15,56,52,67,27,15,56,52,67,27,42,56,36,67,27,42,10,52,78,27,42,10,36,78
1552,44,42,10,52,78,27,42,10,52,78,27,42,10,52,67,44,15,10,36,67,44,42,10,52,67,44,15,56,36,67,27,15,10,52,67,27,42,10,36,67,44,15,10,36,78,44,15,56,36,67,44,42,10,52,67
162,27,15,10,52,78,27,42,56,52,67,27,15,10,52,78,27,15,10,52,67,27,42,56,36,67,44,42,10,52,78,27,15,56,36,67,27,15,10,52,78,27,15,10,52,78,27,42,10,52,67,27,42,10,36,78
159,27,15,56,52,78,27,42,10,52,67,27,42,10,52,78,27,42,56,52,67,27,42,10,52,78,27,42,10,36,78,27,42,56,36,67,27,42,10,52,78,44,42,56,36,67,27,42,10,52,78,27,42,56,36,67
40,44,15,56,52,67,27,15,56,52,67,27,15,10,52,78,44,15,56,36,67,27,15,10,52,78,44,42,56,52,67,27,42,10,52,78,27,42,10,52,78,27,15,10,36,67,44,15,10,52,78,27,15,56,52,67
97,27,15,56,52,78,27,15,10,52,67,27,15,10,36,78,27,42,10,52,67,27,42,10,36,78,27,15,10,36,78,27,42,10,36,67,27,15,56,36,67,27,15,10,52,78,27,15,10,36,78,27,15,10,36,78
123,44,15,56,52,78,27,15,56,52,67,27,15,10,52,78,27,42,56,52,67,27,15,56,52,67,27,42,10,52,78,27,42,56,52,67,44,42,10,52,78,27,15,56,36,67,27,15,10,52,78,27,15,10,36,78
1933,27,42,10,36,78,27,42,10,52,78,27,42,10,52,78,27,42,10,36,78,27,42,56,36,67,44,15,10,36,67,27,42,10,52,67,44,42,56,36,78,27,42,56,36,67,27,42,56,52,67,27,42,10,52,67
645,27,15,10,52,78,27,42,10,52,67,27,42,10,36,78,27,42,10,36,67,27,15,10,36,67,27,15,10,36,78,27,42,10,36,78,27,15,10,52,67,44,15,10,52,78,27,42,56,36,67,27,42,10,52,67
1304,27,42,10,52,78,27,42,10,36,67,44,15,56,36,78,27,15,10,52,67,27,15,10,52,78,27,42,10,52,67,27,42,10,52,67,44,15,10,36,67,44,15,10,52,67,44,42,10,52,78,27,15,10,36,67
684,27,15,56,52,78,27,42,56,52,67,27,42,10,52,78,27,15,56,36,67,27,15,10,52,78,44,15,56,52,67,44,15,56,52,67,27,42,10,52,78,27,15,56,52,67,27,15,10,52,78,27,42,56,52,67
457,44,15,56,52,78,27,15,56,52,67,27,15,10,52,78,27,42,10,52,78,27,15,10,36,67,27,42,56,36,67,27,42,10,36,78,27,42,10,52,78,27,42,56,52,67,27,42,10,52,78,27,42,10,52,78
1011,27,42,10,52,78,27,42,10,52,67,44,15,10,36,67,44,15,10,52,67,27,15,10,52,67,27,42,10,52,67,27,42,10,52,78,44,15,10,36,67,44,15,10,52,67,27,42,56,52,78,27,42,10,52,67
1196,44,42,10,52,67,27,42,10,52,78,27,42,10,36,67,27,42,10,52,78,44,15,10,36,67,27,42,10,52,78,27,42,10,52,67,27,42,10,52,78,44,15,56,36,67,44,15,10,52,67,44,42,10,52,78
337,44,15,56,52,67,27,15,10,52,78,27,15,10,52,78,27,15,10,36,78,44,15,10,52,78,27,42,56,36,67,27,15,56,36,67,27,15,10,52,67,27,15,10,36,78,44,15,10,36,78,27,15,10,36,78
1487,44,42,10,36,78,27,42,10,52,78,27,42,10,52,67,27,15,10,36,67,44,42,10,52,67,27,42,56,52,78,27,42,10,52,78,27,42,56,36,67,27,42,10,36,67,44,15,56,36,78,44,42,10,52,78
707,27,15,56,52,78,27,15,56,52,67,27,15,10,52,78,27,15,10,36,78,27,42,10,52,67,27,42,10,36,78,27,15,10,52,67,44,15,10,52,78,44,15,10,52,78,27,15,10,52,78,44,42,56,52,67
1095,27,42,10,52,78,44,15,10,36,78,44,15,10,52,67,27,15,56,52,78,27,42,10,52,67,44,15,10,36,67,44,15,10,52,67,27,42,56,52,67,44,15,10,36,67,27,15,10,52,67,27,42,10,52,78
539,27,15,56,52,78,27,15,56,52,67,27,15,56,52,67,27,15,56,52,78,27,15,56,52,78,27,15,10,52,78,27,15,56,36,78,27,15,10,36,78,44,15,10,36,78,27,42,10,36,67,27,15,56,36,67
403,44,15,56,52,67,27,15,10,52,78,27,15,56,36,67,27,15,10,52,78,27,15,10,36,78,44,42,56,36,67,27,15,10,52,78,27,42,56,36,67,27,42,10,52,78,27,15,56,52,67,27,15,56,52,78
1680,27,42,10,52,78,27,42,10,52,67,27,42,10,52,78,44,15,10,36,67,27,42,10,52,67,27,42,10,52,78,44,42,10,36,78,44,15,10,36,67,44,42,10,36,78,27,42,10,52,67,44,15,10,36,78
1013,27,15,10,52,78,44,15,10,52,67,27,15,10,52,78,27,15,10,36,67,44,42,10,52,78,44,15,10,36,78,44,15,10,52,78,44,15,10,52,67,44,42,10,52,78,44,15,10,36,67,27,42,10,52,67
700,27,15,56,52,78,44,15,10,52,78,27,15,56,36,67,27,15,10,52,78,27,15,56,52,67,27,15,10,52,78,27,15,10,36,78,27,42,56,52,67,27,15,56,36,67,27,15,10,52,78,27,42,56,36,67
323,27,15,10,52,78,27,15,10,36,78,27,15,56,36,67,27,15,10,52,67,27,42,10,52,78,27,42,10,52,78,27,15,56,52,67,27,42,56,52,78,27,42,10,52,78,27,15,10,52,67,44,15,10,36,78
1553,27,42,56,36,78,27,42,10,36,67,44,15,10,36,67,27,15,10,52,67,27,15,56,52,67,44,15,10,52,67,44,42,10,52,67,27,42,10,52,67,44,15,10,36,67,44,42,10,52,67,27,42,10,52,67
1504,44,42,10,36,78,27,42,10,52,67,44,15,10,36,67,27,42,10,52,78,27,42,10,52,78,44,15,10,36,78,27,42,10,52,78,27,42,10,52,67,44,15,10,52,67,27,42,10,52,78,27,42,10,36,78
31,27,15,56,52,78,27,15,10,52,78,27,42,10,36,78,27,15,10,52,67,27,15,10,52,78,27,15,56,52,67,27,15,10,52,78,44,15,56,52,67,27,15,10,52,78,27,15,56,36,78,27,42,10,52,67
1257,44,15,10,52,78,44,15,10,52,78,27,15,10,52,67,44,42,10,52,78,44,15,10,52,78,44,15,10,52,67,44,42,10,52,78,27,42,10,52,78,27,42,10,52,78,44,42,10,52,78,27,42,56,36,67
1960,44,15,10,52,78,27,15,56,52,67,44,15,10,52,67,27,42,10,52,67,44,42,10,52,67,44,15,56,36,67,44,42,10,52,67,44,15,10,36,67,27,15,10,52,67,27,15,10,52,78,27,15,10,52,67
1983,44,42,10,52,78,27,42,10,52,78,27,42,10,52,67,44,15,10,36,67,44,42,10,52,78,44,42,10,36,67,44,15,10,36,67,27,42,10,52,78,44,15,10,36,78,44,15,10,52,67,44,42,10,52,67
737,44,15,10,52,78,27,15,10,36,78,27,15,10,52,78,27,15,56,36,67,27,15,10,52,78,44,15,56,36,78,27,42,10,52,67,27,42,10,36,67,27,42,10,52,78,27,42,10,52,78,27,15,56,52,67
1229,27,42,10,52,78,44,15,56,36,67,44,42,10,52,67,44,15,56,36,67,27,42,56,36,67,27,42,10,52,78,27,42,10,36,78,44,15,10,52,67,27,15,10,52,78,27,15,10,52,67,44,15,10,52,67
923,27,15,56,52,78,27,15,56,52,67,27,15,10,52,78,27,15,10,36,78,27,15,10,52,78,27,15,56,36,67,27,15,10,52,78,27,15,56,36,67,27,15,10,52,78,27,15,56,52,67,27,15,10,52,78
1701,44,42,56,52,78,27,42,10,36,67,44,15,10,52,67,44,15,10,52,67,44,42,10,52,67,27,42,56,36,78,27,42,10,52,67,44,15,10,36,67,44,42,10,52,67,44,42,56,36,78,27,42,10,36,67
1818,27,42,10,52,78,27,42,56,36,78,27,42,10,52,67,27,42,10,52,67,27,42,56,36,67,27,42,10,52,67,44,15,10,36,67,44,42,10,52,67,27,42,10,52,78,44,15,10,36,67,44,42,10,52,67
696,27,15,56,52,78,27,15,10,52,78,27,15,56,52,67,27,42,56,36,78,27,15,56,52,67,27,15,10,52,78,27,15,10,36,78,27,15,56,36,67,27,15,10,52,78,27,15,56,52,78,27,15,56,36,67
1602,27,42,56,52,78,27,42,10,36,67,44,15,56,36,67,44,15,10,52,67,27,15,10,52,67,27,15,10,52,78,44,42,10,52,67,44,15,10,36,67,27,15,10,52,67,44,42,10,52,67,27,42,10,52,78
941,27,15,10,52,67,27,42,10,36,67,27,42,10,52,78,27,42,10,52,78,27,15,56,36,67,27,15,56,36,67,27,15,10,52,78,27,15,10,52,78,27,15,10,36,78,27,15,10,36,78,27,42,10,36,67
1424,44,42,10,52,67,44,42,56,52,78,44,42,56,52,78,27,42,10,52,67,44,15,56,36,67,44,15,10,52,67,27,42,10,52,78,44,15,10,36,67,27,42,10,52,78,44,42,10,52,67,44,15,10,36,67
1446,27,15,10,36,78,44,42,10,52,78,44,15,10,36,67,44,42,10,52,78,27,42,10,52,78,27,42,56,52,78,44,15,10,36,67,27,15,10,52,78,44,15,10,52,67,44,42,10,52,67,27,42,56,36,67
1885,44,42,10,52,78,44,42,10,52,78,44,42,10,52,67,44,42,10,52,67,27,42,10,52,67,44,15,56,36,78,44,42,10,52,67,27,42,10,36,78,44,15,10,36,67,44,15,10,52,67,27,15,10,52,67
1655,27,15,10,36,78,44,42,10,52,67,44,15,10,36,78,27,42,10,52,67,44,42,10,36,78,27,42,10,52,78,27,42,10,52,78,27,42,10,36,78,44,15,10,36,67,44,42,10,52,78,44,15,10,36,78
832,44,15,56,36,78,44,42,56,52,67,27,15,56,52,67,27,15,56,52,67,27,15,10,52,78,27,42,56,36,67,27,42,10,52,78,27,15,10,36,67,27,15,10,36,78,27,15,10,36,78,27,42,56,52,67
1788,27,42,56,52,78,44,15,10,36,67,27,15,56,52,67,27,42,10,52,67,27,42,10,52,78,27,42,10,52,67,44,15,56,36,67,27,42,10,52,67,27,42,10,52,67,44,42,56,36,67,44,15,10,52,67
433,27,15,56,52,67,27,15,10,52,78,27,42,10,52,67,27,15,56,36,67,27,15,10,52,78,27,42,56,36,67,27,15,56,52,67,27,15,56,52,67,27,42,56,52,78,27,42,10,52,78,27,15,10,36,67
54,27,15,56,52,78,27,42,56,52,67,27,42,10,52,78,27,42,10,36,78,27,15,10,52,78,44,15,10,36,67,27,15,10,52,78,27,42,10,36,78,44,15,56,52,67,44,15,10,52,78,27,15,56,52,67
1052,44,42,10,36,78,44,15,10,36,67,44,42,10,52,78,44,42,10,36,67,27,42,10,52,78,44,15,10,36,67,27,15,56,36,78,27,42,10,52,67,44,15,10,36,67,27,15,10,52,67,27,42,56,52,78
1203,44,42,10,52,78,27,42,10,52,67,27,42,10,52,67,27,42,56,36,78,27,42,10,52,67,44,42,10,52,67,27,42,10,52,67,27,42,56,36,78,27,42,56,36,67,27,42,10,52,67,44,15,10,52,67
625,27,15,56,52,78,27,42,56,52,67,44,42,10,52,78,27,15,56,52,67,44,15,10,36,78,27,42,10,36,78,27,15,10,36,67,27,15,10,52,67,27,15,10,36,78,27,42,56,36,67,27,42,10,52,78
880,44,15,56,52,67,27,15,10,52,78,27,15,56,36,67,27,15,10,52,67,27,15,10,52,78,27,15,56,52,67,27,42,10,52,78,44,42,10,36,78,27,15,10,52,67,27,15,56,52,67,27,15,10,52,78
1648,27,42,10,52,78,44,15,10,36,67,44,15,10,52,67,44,15,10,52,67,27,15,10,36,78,44,42,10,52,67,44,15,10,36,67,27,42,10,52,78,27,42,10,52,78,27,42,10,36,78,27,42,10,36,78
528,27,15,56,52,78,27,15,56,52,67,27,42,10,52,78,27,42,10,36,78,27,42,56,36,67,44,15,10,52,78,44,15,10,52,67,27,15,10,36,78,27,42,10,36,67,27,42,56,52,67,27,42,10,52,78
1149,27,42,10,52,67,44,15,10,52,67,27,15,10,52,67,27,15,10,52,67,27,42,10,52,67,44,42,10,52,67,27,42,56,36,78,44,15,10,36,67,44,42,10,52,67,27,42,10,52,67,44,15,56,36,67
1541,44,42,10,52,78,27,42,10,52,78,27,42,10,52,67,27,42,10,52,78,27,42,56,36,78,44,42,10,52,67,44,15,10,36,67,27,15,10,52,78,44,15,10,52,78,44,15,10,52,67,44,42,10,52,78
1518,27,42,56,36,78,44,15,56,36,67,44,42,10,52,67,27,42,10,52,78,27,42,10,36,78,27,42,10,52,78,27,42,10,52,67,44,15,10,36,78,44,15,10,52,67,27,42,10,52,78,44,15,10,36,67
186,27,15,10,52,78,44,15,10,52,78,27,15,10,52,78,27,42,56,36,67,27,42,10,52,78,27,42,10,52,78,27,15,56,36,67,27,15,10,52,78,27,15,10,36,78,27,42,56,36,67,27,42,10,52,78
1218,27,42,10,52,78,27,42,56,36,67,27,42,10,36,67,44,15,10,36,67,44,42,10,52,67,27,42,10,36,67,44,42,10,52,78,27,42,10,52,67,27,42,10,52,67,27,42,10,36,78,44,15,10,36,67
501,27,15,10,52,78,27,15,56,52,67,27,15,10,52,78,27,15,10,36,78,27,42,56,52,67,44,15,56,52,67,27,15,10,52,78,27,15,10,36,78,27,15,10,36,67,27,15,10,36,78,44,15,56,52,67
499,27,15,56,52,78,27,15,56,52,67,27,15,10,36,78,27,15,10,36,67,27,42,10,52,78,27,42,56,36,67,27,42,10,52,67,27,15,56,52,67,27,15,10,52,78,27,15,10,52,78,27,15,10,36,78
771,27,15,56,52,78,27,42,10,52,67,27,42,56,36,67,27,42,10,52,78,27,42,10,36,78,27,15,56,52,67,27,15,10,52,78,27,42,56,36,67,27,42,10,52,78,27,42,56,36,67,27,42,10,52,78
279,27,15,56,52,67,27,15,10,52,78,27,15,56,36,67,27,15,10,52,78,27,15,56,52,67,44,15,10,52,67,44,15,56,36,78,27,15,10,52,67,27,15,10,36,78,27,15,10,52,78,27,15,10,36,78
16,27,15,10,36,78,44,15,10,52,67,27,15,56,36,67,27,15,10,52,78,27,15,10,36,78,27,42,10,52,67,27,42,10,36,78,27,15,10,52,67,27,42,10,52,67,27,42,10,52,78,27,15,56,36,67
235,27,15,56,52,78,44,42,56,52,67,27,42,10,52,78,27,15,56,52,67,27,15,10,52,78,27,42,56,36,67,27,15,56,52,67,27,15,56,52,78,27,42,56,52,67,27,42,56,52,78,27,42,10,52,67
188,27,15,56,36,78,27,42,10,52,67,27,42,10,36,78,27,15,56,52,67,27,15,56,52,67,27,15,56,52,78,44,42,56,36,67,27,42,10,36,78,27,42,10,36,67,27,42,10,36,67,27,42,10,36,78
801,44,15,10,36,78,44,15,10,36,78,27,42,10,36,67,44,15,56,52,67,44,15,10,52,78,27,15,56,36,67,27,15,10,36,67,27,15,56,36,78,27,15,56,52,67,27,42,56,52,67,44,15,10,52,67
473,27,42,56,52,78,27,15,56,52,67,27,42,56,52,67,44,15,10,36,78,27,42,56,52,67,27,42,56,52,78,27,15,56,52,67,27,15,10,52,78,27,15,10,36,78,27,15,56,36,67,27,42,10,52,78
511,27,15,56,52,78,27,42,56,52,67,27,42,10,52,78,27,15,56,36,67,27,15,10,52,78,27,15,56,36,67,27,15,10,36,78,27,15,56,52,67,27,15,56,52,78,27,42,10,52,67,27,42,56,52,78
1324,27,42,10,52,78,44,42,10,52,78,27,42,10,52,78,27,15,56,36,67,27,15,10,52,67,27,42,10,52,67,27,42,10,52,67,44,15,10,36,67,44,15,10,52,67,27,15,10,52,67,27,42,10,52,67
408,27,15,10,52,78,27,42,10,52,67,27,15,56,36,67,44,15,56,52,67,27,15,10,52,78,27,42,10,36,67,27,42,10,52,78,27,42,10,36,78,27,42,56,52,67,27,15,10,52,78,27,42,10,52,67
1317,44,42,10,52,78,44,15,10,36,67,27,15,10,52,78,27,15,10,52,67,44,15,56,52,67,44,42,10,52,67,44,15,10,52,78,27,42,56,52,67,44,42,56,52,67,27,42,10,36,78,27,42,10,52,67
106,27,15,56,52,78,27,15,10,52,67,27,15,10,52,78,44,15,10,36,78,44,15,56,52,67,27,42,56,36,67,44,42,10,36,78,27,15,56,36,67,27,42,10,52,78,27,15,56,52,67,27,42,56,52,67
